,starters,subGroup
5945,Somewhere along the line,parenting_3
5946,   And as you,parenting_3
5947,   Now it looks,parenting_3
5948,"Going forward , when",parenting_3
5949,"   Simply put ,",parenting_3
5950,   If you know,parenting_3
5951,"   Asking "" did",parenting_3
5952,"   Instead , say",parenting_3
5953,   ( You can,parenting_3
5954,   If he meets,parenting_3
5955,   Then deliver consequences,parenting_3
5956,   Make it harder,parenting_3
5957,"And most importantly ,",parenting_3
5958,   Continuing to bring,parenting_3
5959,   Every time he,parenting_3
5960,"   "" Catch """,parenting_3
5961,Hang in there -,parenting_3
5962,"Hi Enid , You",parenting_3
5963,There is some key,parenting_3
5964,I see it as,parenting_3
5965,In order to accomplish,parenting_3
5966,""" What can I",parenting_3
5967,If a child knows,parenting_3
5968,"So , part of",parenting_3
5969,Not all kids steal,parenting_3
5970,It 's a normal,parenting_3
5971,  Stealing a debit,parenting_3
5972,If you absolutely know,parenting_3
5973,It 's appropriate to,parenting_3
5974,The consequence should be,parenting_3
5975,The behaviour ( stealing,parenting_3
5976,"It 's funny ,",parenting_3
5977,It 's a dilemma,parenting_3
5978,If you really want,parenting_3
5979,That gives him incentive,parenting_3
5980,It sometimes works with,parenting_3
5981,  You can set,parenting_3
5982,Put a cookie on,parenting_3
5983,Tell your child to,parenting_3
5984,Then ask them later,parenting_3
5985,You 're making honesty,parenting_3
5986,Kids love games .,parenting_3
5987,"  Basically , there",parenting_3
5988,If this is the,parenting_3
5989,If it 's a,parenting_3
5990,It is great that,parenting_4
5991,I ca n’t offer,parenting_4
5992,Has something else happen,parenting_4
5993,( Without being too,parenting_4
5994,  I hope you,parenting_4
5995,Have you asked your,parenting_4
5996,Her answer will give,parenting_4
5997,If she 's pretending,parenting_4
5998,Ask if she 's,parenting_4
5999,   Maybe she does,parenting_4
6000,and maybe she feels,parenting_4
6001,Since usually 12 year,parenting_4
6002,Then this becomes the,parenting_4
6003,Does she feel insecure,parenting_4
6004,This is your experience,parenting_4
6005,  This question about,parenting_4
6006,  Feelings are messages,parenting_4
6007,"So , though  ",parenting_4
6008,This is a common,parenting_4
6009,   There are many,parenting_4
6010,    But attachment is,parenting_4
6011,     I would want,parenting_4
6012,Often if there is,parenting_4
6013,   Sometimes the energy,parenting_4
6014,   But whatever is,parenting_4
6015,   The earlier the,parenting_4
6016,   Therapy can start,parenting_4
6017,   Visit staceybshapiro.com for,parenting_4
6018,Congrats on being honest,parenting_4
6019,Try to understand your,parenting_4
6020,One point to consider,parenting_4
6021,   It is possible,parenting_4
6022,Is there another parent,parenting_4
6023,   Maybe you simply,parenting_4
6024,Continue to give as,parenting_4
6025,You seem to have,parenting_4
6026,They may have worked,parenting_4
6027,I feel you are,parenting_4
6028,"In other words ,",parenting_4
6029,If it helps you,parenting_4
6030,  This may give,parenting_4
6031,As far as your,parenting_4
6032,Depending on the topics,parenting_4
6033,"Well , first let",parenting_4
6034,Are you the only,parenting_4
6035,Is your daughter financially,parenting_4
6036,It is only fair,parenting_4
6037,The conclusion may be,parenting_4
6038,If everyone feels respected,parenting_4
6039,This is something you,parenting_4
6040,  It should be,parenting_4
6041,  You can mention,parenting_4
6042,  After you talk,parenting_4
6043,  When it comes,parenting_4
6044,  It should be,parenting_4
6045,It may be helpful,parenting_4
6046,If you do n't,parenting_4
6047,"Oh my goodness ,",parenting_4
6048,  I pray you,parenting_4
6049,If you are in,parenting_4
6050,I believe most therapists,parenting_4
6051,And quite often the,parenting_4
6052,  Healthy Place  ,parenting_4
6053,Threats and intimidation .,parenting_4
6054,Ignoring or excluding .,parenting_4
6055,Denial of the abuse,parenting_4
6056,And abuse survivor and,parenting_4
6057,Look at you trying,parenting_4
6058,I ca n’t believe,parenting_4
6059,"Aw , come on",parenting_4
6060,I hoped you were,parenting_4
6061,Stop acting like a,parenting_4
6062,Financially Abusive StatementsYou are,parenting_4
6063,You handle your finances,parenting_4
6064,Let me know when,parenting_4
6065,Societally Abusive StatementsHow dare,parenting_4
6066,You took a vow,parenting_4
6067,and I expect you,parenting_4
6068,you do n’t train,parenting_4
6069,I will take our,parenting_4
6070,You’re scared ? !,parenting_4
6071,This is n’t angry,parenting_4
6072,You will KNOW when,parenting_4
6073,God will find a,parenting_4
6074,I can feel myself,parenting_4
6075,  Even if you,parenting_4
6076,  We are ALL,parenting_4
6077,Do n't ever forget,parenting_4
6078,"Tamara Powell , LMHC",parenting_4
6079,I 'm really sorry,parenting_4
6080,It 's a little,parenting_4
6081,"But usually , things",parenting_4
6082,The more important thing,parenting_4
6083,It sounds like this,parenting_4
6084,If you do n't,parenting_4
6085,They may be able,parenting_4
6086,I think you might,parenting_4
6087,"Yes , this emotional",parenting_4
6088,  There is no,parenting_4
6089,  His abuse is,parenting_4
6090,  Please find someone,parenting_4
6091,Everyone deserves to be,parenting_4
6092,"Having said that ,",parenting_4
6093,"You said "" always",parenting_4
6094,If your dad curses,parenting_4
6095,  While the definitions,parenting_4
6096,Perhaps there is a,parenting_4
6097,Counseling is a good,parenting_4
6098,  There is also,parenting_4
6099,You can call (,parenting_4
6100,You can also check,parenting_4
6101,There is help available,parenting_4
6102,You do not have,parenting_4
6103,"Yes , screaming and",parenting_4
6104,Here are two points,parenting_4
6105,If your dad is,parenting_4
6106,Schedule it for sometime,parenting_4
6107,   This way he,parenting_4
6108,  Even if he,parenting_4
6109,My second point to,parenting_4
6110,  When a parent,parenting_4
6111,  Concentrate on loving,parenting_4
6112,Your nephew 's behavior,parenting_4
6113,  Masturbation is a,parenting_4
6114,  Most families to,parenting_4
6115,  I 'm wondering,parenting_4
6116,It seems like that,parenting_4
6117,There 's two things,parenting_4
6118,"Sure , sometimes kids",parenting_4
6119,"  The other ,",parenting_4
6120,If you have n't,parenting_4
6121,While it 's a,parenting_4
6122,https://www.amazon.com/Explosive-Child-Understanding-Frustrated-Chronically/dp/0062270451   Another tool,parenting_4
6123,"If her tantrums ,",parenting_4
6124,Ie : ' Hey,parenting_4
6125,"Go with her ,",parenting_4
6126,  I wish you,parenting_4
6127,Financial stability is probably,parenting_3
6128,If your partner does,parenting_3
6129,Especially since you have,parenting_3
6130,"  Sometimes too ,",parenting_3
6131,I''m glad you are,parenting_3
6132,This is the philosophy,parenting_3
6133,I would want to,parenting_3
6134,Often times we show,parenting_3
6135,First identify how to,parenting_3
6136,You can not pour,parenting_3
6137,It may be helpful,parenting_3
6138,You wrote a very,parenting_4
6139,Do you know or,parenting_4
6140,  These are only,parenting_4
6141,"Also , ask your",parenting_4
6142,   Seven year olds,parenting_4
6143,  Seven year olds,parenting_4
6144,   Maybe the new,parenting_4
6145,  Do you feel,parenting_4
6146,   Trust your intuition,parenting_4
6147,Even if she is,parenting_4
6148,The true answer is,parenting_4
6149,The variables are the,parenting_4
6150,  All anyone can,parenting_4
6151,The only general certainty,parenting_4
6152,Some people become great,parenting_4
6153,  Some give up,parenting_4
6154,The best anyone could,parenting_4
6155,Parents are to teach,parenting_4
6156,    Punishment is another,parenting_4
6157,   There is a,parenting_4
6158,   Punishment could have,parenting_4
6159,   It can lead,parenting_4
6160,   Whatever your grandson,parenting_4
6161,   Punishment is not,parenting_4
6162,   Encourage the step,parenting_4
6163,   His actions would,parenting_4
6164,   She may need,parenting_4
6165,It is never in,parenting_4
6166,This can lead to,parenting_4
6167,Kids have a hard,parenting_4
6168,To then go and,parenting_4
6169,  The entire job,parenting_4
6170,You do this by,parenting_4
6171,Discipline should n't be,parenting_4
6172,It should be seen,parenting_4
6173,What lesson could this,parenting_4
6174,"  Meanwhile , she",parenting_4
6175,  She should be,parenting_4
6176,   I 'm sorry,parenting_3
6177,  I have worked,parenting_3
6178,  Bottom line is,parenting_3
6179,   I have even,parenting_3
6180,  The old dynamics,parenting_3
6181,I would suggest that,parenting_3
6182,  I really appreciate,parenting_3
6183,Can we talk about,parenting_3
6184,   If this is,parenting_3
6185,   This is not,parenting_3
6186,Good luck ! !,parenting_3
6187,Even though legally you,parenting_3
6188,As long as you,parenting_3
6189,At the same time,parenting_3
6190,This will require openness,parenting_3
6191,Healthy boundaries can be,parenting_3
6192,Your mother knows you,parenting_3
6193,So mentally and emotionally,parenting_3
6194,Share your concerns with,parenting_3
6195,It will be a,parenting_3
6196,Reach out for help,parenting_3
6197,You do n't have,parenting_3
6198,"And lastly , take",parenting_3
6199,You are moving through,parenting_3
6200,The more you can,parenting_3
6201,Unfortunately you seem to,parenting_3
6202,By living with your,parenting_3
6203,There is no use,parenting_3
6204,As long as your,parenting_3
6205,Try to find an,parenting_3
6206,Unfortunately I think most,parenting_3
6207,  If you are,parenting_3
6208,  I would consider,parenting_3
6209,  Often times a,parenting_3
6210,  If there is,parenting_3
6211,It sounds like you,parenting_3
6212,Your growth is not,parenting_3
6213,Have you tried talking,parenting_3
6214,Sometimes it is even,parenting_3
6215,Maybe share this list,parenting_3
6216,"Unfortunately , until there",parenting_3
6217,That is a really,parenting_3
6218,The first thing to,parenting_3
6219,The thing to keep,parenting_3
6220,  You may need,parenting_3
6221,The second thing is,parenting_3
6222,Controlling parents are often,parenting_3
6223,Unfortunately this is not,parenting_3
6224,  There are ways,parenting_3
6225,Examples of action plans,parenting_3
6226,There are n’t any,parenting_3
6227,Get specific coping tips,parenting_3
6228,You 're among many,parenting_3
6229,Does your mother mean,parenting_3
6230,This set of responsibilities,parenting_3
6231,Have you tried simply,parenting_3
6232,If you 're actually,parenting_3
6233,If you 're not,parenting_3
6234,Doing so is much,parenting_3
6235,Do you have privacy,parenting_3
6236,so you do n't,parenting_3
6237,Are there other people,parenting_3
6238,"yes , then are",parenting_3
6239,  What do the,parenting_3
6240,It is possible the,parenting_3
6241,Not necessarily that he,parenting_3
6242,  Knowing the others,parenting_3
6243,Are you old enough,parenting_3
6244,Then by all means,parenting_3
6245,you 're a minor,parenting_3
6246,They often do in,parenting_3
6247,Your safety is the,parenting_3
6248,It 's difficult to,parenting_3
6249,But I can say,parenting_3
6250,You can choose NOT,parenting_3
6251,It really is that,parenting_3
6252,By looking at it,parenting_3
6253,Let me say that,parenting_3
6254,The way he treats,parenting_3
6255,Do n't take ownership,parenting_3
6256,  I understand that,parenting_3
6257,Reach out to others,parenting_3
6258,But if you are,parenting_3
6259,Put up some boundaries,parenting_3
6260,You owe it to,parenting_3
6261,Anyone who tells you,parenting_3
6262,"Yes , from what",parenting_3
6263,I'm glad you recognize,parenting_3
6264,I also understand your,parenting_3
6265,Your decision is not,parenting_3
6266,In terms of how,parenting_3
6267,"   "" I 've",parenting_3
6268,I suggest to not,parenting_3
6269,   Giving him reasons,parenting_3
6270,If he asks questions,parenting_3
6271,If and when you,parenting_3
6272,Right now he does,parenting_3
6273,There is a lot,parenting_3
6274,what the custody arrangement,parenting_3
6275,Does your dad have,parenting_3
6276,Is the custody shared,parenting_3
6277,  What does your,parenting_3
6278,Is she willing to,parenting_3
6279,Usually you have the,parenting_3
6280,Legally you ca n't,parenting_3
6281,Is your father abusive,parenting_3
6282,You can seek counseling,parenting_3
6283,Find counseling through school,parenting_3
6284,You have rights and,parenting_3
6285,Blaming others is one,parenting_4
6286,  It is not,parenting_4
6287,  You can not,parenting_4
6288,  We are all,parenting_4
6289,  No one makes,parenting_4
6290,  We choose how,parenting_4
6291,  I would find,parenting_4
6292,Sorry to hear about,parenting_3
6293,How old is your,parenting_3
6294,Obviously if the father,parenting_3
6295,If someone other than,parenting_3
6296,What does your daughter,parenting_3
6297,Relationships can be fixed,parenting_3
6298,   Sometimes being apart,parenting_3
6299,You 're her mom,parenting_4
6300,  I would suggest,parenting_4
6301,  Since you are,parenting_4
6302,  Give her time,parenting_4
6303,  As long as,parenting_4
6304,  While you are,parenting_4
6305,  The goal would,parenting_4
6306,Children often have a,parenting_4
6307,It is also very,parenting_4
6308,"Having said that ,",parenting_4
6309,I would also wonder,parenting_4
6310,Sometimes children hear things,parenting_4
6311,It may be helpful,parenting_4
6312,I'm curious as to,parenting_4
6313,Does she say the,parenting_4
6314,Toddlers do n't have,parenting_4
6315,Better to find out,parenting_4
6316,A person must be,parenting_4
6317,Pretty much your toddler,parenting_4
6318,"Also , please pay",parenting_4
6319,She may be pointing,parenting_4
6320,It 's normal for,parenting_4
6321,I think it would,parenting_4
6322,If the daughters are,parenting_4
6323,  They should be,parenting_4
6324,KNOWLEDGE is their power,parenting_4
6325,The information from the,parenting_4
6326,There are what sounds,parenting_4
6327,[ registered sex offender,parenting_4
